theme_date	name	stage	tickers
2026-08-17	Cloud Supply Chain & Warehouse Management Software	Mainstream	{MANH,SPSC}
2026-08-17	Commercial, Office & Home Furniture Retailers and Manufacturers	Mainstream	{BOBS,HNI,WSM,W,MLKN,RH}
2026-08-17	Consumer Fintech & Digital Credit Platforms	Accelerating	{BFH,AFRM,SOFI,KLAR,DAVE,CHYM,PGY,OMF}
2026-08-17	Copper Mining & Production	Mainstream	{FCX,TECK,SCCO,HBM,ERO}
2026-08-17	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,BILL,WK,CPAY}
2026-08-17	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{QLYS,TENB,RPD}
2026-08-17	Defense Electronics & Aerospace Subsystem Suppliers	Mainstream	{RTX,EMBJ,MRCY,DFNS,BA,ARXS,DPC,LOAR,ATI}
2026-08-17	Digital Insurance Distribution & InsurTech Platforms	Mainstream	{NP,LIFE,GSHD}
2026-08-17	Electrical Connectivity & Utility Network Hardware	Mainstream	{NVT,PLPC}
2026-08-17	Enterprise HR & Workforce Management SaaS	Mainstream	{WDAY,PAYC,PAYX,ADP,PCTY,ALIT}
2026-08-17	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{HPE,STX,CSCO,ANET,NTAP,DELL,NTNX}
2026-08-17	European Bank Stocks	Mainstream	{SAN,BBVA,LYG,DB,UBS,NWG,BCS}
2026-08-17	Genomics & DNA Sequencing Tools	Mainstream	{BRKR,TWST,ILMN,TXG,NTRA,WGS}
2026-08-17	Gold & Precious Metals Miners Rotation	Mainstream	{SSRM,HYMC,CGAU,AEM,NEM,IAG,ARIS,AU,HMY,RGLD,FNV,SBSW,EQX,EGO,KGC,GFI,AUGO}
2026-08-17	Government & Defense IT Services Providers	Mainstream	{EFOR,LDOS}
2026-08-17	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{EHC,THC,UHS}
2026-08-17	Industrial Construction Execution & On-Site Supply Chain	Mainstream	{DNOW,TPC,J,ROAD}
2026-08-17	Industrial Equipment & Flow Control – Capex Cycle Recovery	Mainstream	{PH,ITT,IR,DCI,EMR,IEX,VLTO,FELE,FLS,LECO}
2026-08-17	Industrial Equipment Rental & Material Handling	Mainstream	{EQPT,SUNB,HRI,CMCO}
2026-08-17	Inflammatory Disease & Immunology Biologics	Mainstream	{DNTH,APGE,AVTX,ORKA,ZBIO,CLYM,IMVT,SYRE,VERA}
2026-08-17	Insurance Brokerage & Distribution Services	Accelerating	{BWIN,AJG,AON,BRO,WTW}
2026-08-17	Life Insurance & Annuity Providers	Mainstream	{CNO,GL,EQH,LNC,VOYA,MET,JXN,UNM,PRU,CRBG}
2026-08-17	Life Science Tools & Analytical Instruments	Mainstream	{WAT,RGEN,RVTY,A,TMO,TECH,DHR,MTD,CRL}
2026-08-17	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{ZBH,TNDM,AORT,DXCM,EW,INSP,BDX,BBNX,CNMD,GKOS,MMSI,GEHC}
2026-08-17	Mobile App Platform & Advertising Monetization	Mainstream	{BSP,APPS}
2026-08-17	Network Security & Zero-Trust Edge	Mainstream	{RBRK,SAIL,PANW,NET,GEN,NTSK,VRNS,FFIV,OKTA,ZS,S,CRWD,CVLT,FTNT}
2026-08-17	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{MBX,CRNX,CORT,XERS,PTGX}
2026-08-17	Power Generation & Grid Infrastructure for AI Data Centers	Accelerating	{EROC,GEV}
2026-08-17	Precious Metals Miners Velocity Breakout	Mainstream	{ASM,SKE,PPTA,SA,AYA,WPM,FSM}
2026-08-17	Private Equity & Alternative Asset Management Platforms	Mainstream	{APO,BAM,CG,STEP,MAIN,OWL,KKR,HLNE,TPG,FSK,BX,ARES}
2026-08-17	Private Mortgage Insurance	Mainstream	{MTG,ESNT,NMIH}
2026-08-17	Property & Casualty Insurance Underwriters	Mainstream	{ALL,ARX,TRV,ORI,HCI,AFG,SLDE,RLI,SKWD,THG}
2026-08-17	Quantum Computing Hardware & Software	Mainstream	{INFQ,RGTI,QBTS,QUBT,IONQ}
2026-08-17	Restaurant Chain Recovery	Mainstream	{TXRH,EAT,CBRL,CAKE,JACK,WEN,BLMN,SHAK,DRI}
2026-08-17	Software Development & DevOps Collaboration Platforms	Accelerating	{FROG,GTLB,TEAM}
2026-08-17	U.S. Apparel & Fashion Recovery	Accelerating	{URBN,VSXY,CROX,SHOO,ANF,WWW}
2026-08-17	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{MCHB,TFC,FITB,HOPE,MTB,WSBC,SBCF,ZION,USB,WSFS,CFG,HAPN,RF,BOKF,WTFC,SSB,CBC,FBP,PNFP,PNC,EWBC,UMBF,FHN,HWC,HBAN}
2026-08-17	Wealth Management & Retail Brokerage Platforms	Mainstream	{SCHW,LPLA,NTRS,AMP,RJF,SF,IVZ,STT,BNY}
2026-08-18	AI Chip & Interconnect Supply Chain Enablement	Mainstream	{AMBA,SKHY,TSEM,FORM,SITM,MPWR,ENTG,ASML,AXTI,LRCX,MRVL,GFS,ACMR,MU,SMTC,NVDA}
2026-08-18	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{DOCU,PATH,AVPT,BRZE,AMPL,NOW,APPN,CRM,FRSH,MNDY,AI,HUBS,PLTR,INTA,SAP}
2026-08-18	B2B Digital Financial Infrastructure & Payment Rails Modernization	Accelerating	{PAY,WSE,NCNO,QTWO,ACIW,ALKT,RELY}
2026-08-18	Canadian Big Banks	Mainstream	{CM,BMO,BNS,RY,TD}
2026-08-18	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{IMAX,CNK}
2026-08-18	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{RNG,TWLO,NICE,FIVN,BAND}
2026-08-18	Cloud Data Storage & Analytics Infrastructure	Mainstream	{ESTC,MDB,BLZE,SNOW}
2026-08-18	Cloud Observability & AIOps Monitoring Platforms	Mainstream	{DT,DDOG,PD}
2026-08-18	Cloud Supply Chain & Warehouse Management Software	Mainstream	{MANH,SPSC}
2026-08-18	Commercial, Office & Home Furniture Retailers and Manufacturers	Mainstream	{BOBS,MLKN,WSM,W,HNI,RH,ARHS}
2026-08-18	Consumer Fintech & Digital Credit Platforms	Accelerating	{BFH,PGY,SOFI,AFRM,OMF,DAVE,CHYM}
2026-08-18	Copper Mining & Production	Mainstream	{FCX,HBM,TECK,SCCO,ERO}
2026-08-18	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,WK,BILL,CPAY}
2026-08-18	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{QLYS,RPD,TENB}
2026-08-18	Defense Electronics & Aerospace Subsystem Suppliers	Mainstream	{DFNS,DPC,RTX,MRCY,ARXS,ATI,LOAR,EMBJ,BA,ATRO}
2026-08-18	Digital Insurance Distribution & InsurTech Platforms	Mainstream	{NP,LIFE,GSHD,PRCH}
2026-08-18	Electrical Connectivity & Utility Network Hardware	Mainstream	{PLPC,NVT}
2026-08-18	Electronics Manufacturing & Semiconductor Packaging Supply Chain	Accelerating	{JBL,SANM,ASX}
2026-08-18	Enterprise HR & Workforce Management SaaS	Mainstream	{WDAY,PAYC,ALIT,PCTY,ADP,PAYX}
2026-08-18	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{ANET,NTAP,STX,CSCO,DELL,HPE,NTNX}
2026-08-18	Enterprise Unstructured Data Storage Infrastructure	Mainstream	{DBX,BOX,P,QMCO}
2026-08-18	European Bank Stocks	Mainstream	{LYG,NWG,SAN,UBS,DB,BCS,ING}
2026-08-18	Genomics & DNA Sequencing Tools	Mainstream	{NTRA,TWST,WGS,BRKR,TXG,ILMN,GH,GRAL}
2026-08-18	Gold & Precious Metals Miners Rotation	Mainstream	{IAG,ARIS,AU,SBSW,RGLD,SSRM,NEM,AUGO,GFI,AEM,HMY,HYMC,EQX,EGO,KGC,FNV,CGAU}
2026-08-18	Government & Defense IT Services Providers	Mainstream	{LDOS,EFOR}
2026-08-18	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{EHC,UHS,THC}
2026-08-18	Industrial Construction Execution & On-Site Supply Chain	Mainstream	{J,TPC,DNOW,ROAD}
2026-08-18	Industrial Equipment & Flow Control – Capex Cycle Recovery	Mainstream	{DCI,FLS,EMR,IEX,LECO,VLTO,PH,ITT}
2026-08-18	Industrial Equipment Rental & Material Handling	Mainstream	{CMCO,HRI,SUNB}
2026-08-18	Inflammatory Disease & Immunology Biologics	Mainstream	{ORKA,ZBIO,CLYM,AVTX,IMVT,APGE,DNTH,VERA}
2026-08-18	Insurance Brokerage & Distribution Services	Accelerating	{BRO,AON,BWIN,AJG,WTW}
2026-08-18	IT Consulting & Business Process Outsourcing Services	Mainstream	{ACN,DXC,CTSH,EXLS,IT}
2026-08-18	Life Insurance & Annuity Providers	Mainstream	{CRBG,CNO,EQH,LNC,MET,JXN,PRU,VOYA,UNM,GL}
2026-08-18	Life Science Tools & Analytical Instruments	Mainstream	{CRL,MTD,TECH,DHR,RVTY,RGEN,TMO,WAT,A}
2026-08-18	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{ZBH,MMSI,DXCM,BDX,TNDM,INSP,GKOS,CNMD,AORT,BBNX,EW,GEHC,HAE,AXGN,NVCR,MDT}
2026-08-18	Mobile App Platform & Advertising Monetization	Mainstream	{BSP,APPS}
2026-08-18	Network Security & Zero-Trust Edge	Mainstream	{CVLT,GEN,NET,SAIL,VRNS,CRWD,RBRK,ZS,NTSK,FFIV,S,PANW,OKTA,FTNT,GRRR}
2026-08-18	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{XERS,PTGX,CORT,CRNX,MBX}
2026-08-18	Precious Metals Miners Velocity Breakout	Mainstream	{WPM,FSM,PPTA,SKE,ASM,AYA,SA}
2026-08-18	Private Equity & Alternative Asset Management Platforms	Mainstream	{BX,BAM,APO,HLNE,CG,FSK,TPG,KKR,STEP,MAIN,ARES,OWL}
2026-08-18	Private Mortgage Insurance	Mainstream	{MTG,NMIH,ESNT}
2026-08-18	Programmatic Digital Advertising Platforms	Mainstream	{QNST,MGNI}
2026-08-18	Property & Casualty Insurance Underwriters	Mainstream	{HCI,SKWD,AFG,THG,SLDE,ORI,ALL,TRV,RLI,ARX}
2026-08-18	Quantum Computing Hardware & Software	Mainstream	{QBTS,INFQ,IONQ,QUBT,RGTI}
2026-08-18	Restaurant Chain Recovery	Mainstream	{DRI,EAT,JACK,TXRH,CBRL,WEN,BLMN,CAKE,SHAK}
2026-08-18	Software Development & DevOps Collaboration Platforms	Accelerating	{FROG,TEAM,GTLB}
2026-08-18	U.S. Apparel & Fashion Recovery	Accelerating	{WWW,ANF,URBN,CROX,SHOO}
2026-08-18	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{WTFC,USB,HAPN,FBP,RF,UMBF,HWC,SBCF,CFG,HBAN,EWBC,TFC,FHN,FITB,HOPE,WSFS,MCHB,CBC,BOKF,MTB,WSBC,ZION,PNFP,PNC,SSB}
2026-08-18	Wealth Management & Retail Brokerage Platforms	Mainstream	{IVZ,LPLA,SF,SCHW,AMP,RJF,NTRS,STT,BNY,WT}
2026-08-19	AI Chip & Interconnect Supply Chain Enablement	Mainstream	{AMBA,SITM,ENTG,SMTC,NVDA,AMAT,ASML,GFS,SKHY,TSEM,MRVL,MU,FORM,MPWR,ACMR,AXTI,LRCX,AMD}
2026-08-19	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{DOCU,NOW,AVPT,SAP,PLTR,AI,BRZE,APPN,FRSH,CRM,INTA,PATH,HUBS,MNDY,AMPL}
2026-08-19	B2B Digital Financial Infrastructure & Payment Rails Modernization	Accelerating	{ALKT,WSE,QTWO,ACIW,RELY,PAY,NCNO,BR}
2026-08-19	Building Envelope, Ceilings & Interior Construction Products	Mainstream	{CSL,OC,AWI}
2026-08-19	Canadian Big Banks	Mainstream	{TD,RY,CM,BMO,BNS}
2026-08-19	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{IMAX,CNK}
2026-08-19	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{TWLO,NICE,RNG,FIVN,BAND}
2026-08-19	Cloud Data Storage & Analytics Infrastructure	Mainstream	{MDB,SNOW,BLZE,ESTC}
2026-08-19	Cloud Supply Chain & Warehouse Management Software	Mainstream	{SPSC,MANH}
2026-08-19	Commercial, Office & Home Furniture Retailers and Manufacturers	Mainstream	{W,ARHS,HNI,RH,BOBS,MLKN,WSM}
2026-08-19	Consumer Fintech & Digital Credit Platforms	Mainstream	{AFRM,DAVE,CHYM,BFH,SOFI,PGY,OMF}
2026-08-19	Containerboard & Corrugated Packaging Producers	Mainstream	{PKG,SW,GPK,IP}
2026-08-19	Copper Mining & Production	Mainstream	{TECK,FCX,HBM,ERO,SCCO}
2026-08-19	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WK,CPAY,WEX,BILL,NAVN}
2026-08-19	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{QLYS,TENB,RPD}
2026-08-19	Defense Electronics & Aerospace Subsystem Suppliers	Mainstream	{MRCY,EMBJ,BA,ATRO,ATI,DPC,LOAR,RTX,ARXS}
2026-08-19	Development-Stage Gold Exploration & Project Juniors	Mainstream	{HYMC,AUGO,NG}
2026-08-19	Digital Insurance Distribution & InsurTech Platforms	Mainstream	{NP,GSHD,LIFE,PRCH}
2026-08-19	Electrical Connectivity & Utility Network Hardware	Mainstream	{PLPC,NVT}
2026-08-19	Enterprise HR & Workforce Management SaaS	Mainstream	{WDAY,PAYC,PCTY,ALIT,ADP,PAYX}
2026-08-19	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{CSCO,NTNX,NTAP,HPE,STX,DELL,ANET}
2026-08-19	Enterprise Unstructured Data Storage Infrastructure	Mainstream	{DBX,QMCO,BOX,P}
2026-08-19	Genomics & DNA Sequencing Tools	Mainstream	{TWST,GH,GRAL,BRKR,WGS,TXG,ILMN,NTRA,QGEN}
2026-08-19	Gold & Precious Metals Miners Rotation	Mainstream	{AU,FNV,ARIS,SSRM,EGO,EQX,NEM,AUGO,RGLD,SBSW,AEM,IAG,HMY,KGC,GFI,HYMC,CGAU,B}
2026-08-19	Government & Defense IT Services Providers	Mainstream	{LDOS,EFOR}
2026-08-19	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{THC,EHC,UHS}
2026-08-19	Industrial Construction Execution & On-Site Supply Chain	Mainstream	{ROAD,DNOW,J,TPC,FLR}
2026-08-19	Industrial Equipment & Flow Control – Capex Cycle Recovery	Mainstream	{IEX,ITT,EMR,VLTO,DCI,PH,LECO,FLS}
2026-08-19	Industrial Lifting, Material Handling & Equipment Rental	Mainstream	{SUNB,CMCO,HRI}
2026-08-19	Inflammatory Disease & Immunology Biologics	Mainstream	{IMVT,APGE,AVTX,ORKA,VERA,DNTH,CLYM,ZBIO,CLDX}
2026-08-19	Insurance Brokerage & Distribution Services	Mainstream	{BWIN,WTW,BRO,AJG}
2026-08-19	IT Consulting & Business Process Outsourcing Services	Mainstream	{ACN,EXLS,CTSH,IT}
2026-08-19	Life Insurance & Annuity Providers	Mainstream	{VOYA,UNM,LNC,GL,JXN,CRBG,MET,CNO,EQH,PRU}
2026-08-19	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{AXGN,MMSI,INSP,GKOS,GEHC,DXCM,AORT,BDX,NVCR,HAE,CNMD,BBNX,EW,MDT,ZBH,TNDM,ABT,COO,RMD}
2026-08-19	Network Security & Zero-Trust Edge	Mainstream	{S,FTNT,RBRK,GRRR,PANW,CVLT,SAIL,FFIV,NTSK,VRNS,CRWD,OKTA,ZS,NET,GEN}
2026-08-19	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{CORT,MBX,PTGX,CRNX,XERS}
2026-08-19	Precious Metals Miners Velocity Breakout	Mainstream	{PPTA,FSM,SKE,SA,WPM,AYA,ASM}
2026-08-19	Precious Metals Royalty & Streaming Companies	Mainstream	{WPM,OR,RGLD,FNV}
2026-08-19	Private Equity & Alternative Asset Management Platforms	Mainstream	{KKR,FSK,TPG,ARES,OWL,BX,HLNE,STEP,CG,MAIN,BAM,APO}
2026-08-19	Private Mortgage Insurance	Mainstream	{MTG,NMIH,ESNT}
2026-08-19	Programmatic Digital Advertising Platforms	Mainstream	{MGNI,QNST}
2026-08-19	Property & Casualty Insurance Underwriters	Mainstream	{SLDE,HCI,AFG,ARX,RLI,SKWD,ORI,EG,TRV,THG,ALL}
2026-08-19	Restaurant Chain Recovery	Mainstream	{TXRH,BLMN,CBRL,SHAK,JACK,DRI,WEN,CAKE,EAT}
2026-08-19	Silver-Focused Primary Miners	Mainstream	{HL,AG,CDE,SVM,EXK}
2026-08-19	Software Development & DevOps Collaboration Platforms	Mainstream	{FROG,GTLB,TEAM}
2026-08-19	U.S. Apparel & Fashion Recovery	Mainstream	{URBN,SHOO,CROX,ANF,WWW}
2026-08-19	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{WSFS,RF,PNFP,HOPE,HWC,CFG,UMBF,SBCF,FITB,USB,EWBC,WSBC,SSB,TFC,BOKF,MTB,FBP,PNC,CBC,HBAN,ZION}
2026-08-19	Wealth Management & Retail Brokerage Platforms	Mainstream	{AMP,BNY,WT,SF,STT,NTRS,IVZ,LPLA,SCHW,RJF}
2026-08-20	AI Chip & Interconnect Supply Chain Enablement	Mainstream	{SITM,SKHY,TSEM,MU,MRVL,ACMR,AMAT,AMBA,FORM,AXTI,LRCX,SMTC,NVDA,ENTG,ASML,AMD,MPWR}
2026-08-20	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{CRM,AVPT,SAP,PATH,HUBS,NOW,AMPL,AI,DOCU,FRSH,MNDY,PLTR,APPN,BRZE,INTA}
2026-08-20	B2B Digital Financial Infrastructure & Payment Rails Modernization	Mainstream	{ACIW,PAY,ALKT,NCNO,BR,WSE,RELY,QTWO,FLYW,JKHY}
2026-08-20	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{IMAX,CNK}
2026-08-20	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{RNG,TWLO,BAND,FIVN,NICE}
2026-08-20	Cloud Data Storage & Analytics Infrastructure	Mainstream	{SNOW,ESTC,BLZE,MDB}
2026-08-20	Cloud Supply Chain & Warehouse Management Software	Mainstream	{MANH,SPSC}
2026-08-20	Commercial, Office & Home Furniture Retailers and Manufacturers	Mainstream	{ARHS,MLKN,RH,HNI,W,WSM,BOBS}
2026-08-20	Consumer Fintech & Digital Credit Platforms	Mainstream	{OMF,AFRM,SOFI,PGY,BFH,DAVE,CHYM}
2026-08-20	Containerboard & Corrugated Packaging Producers	Mainstream	{SW,PKG,GPK,IP}
2026-08-20	Copper Mining & Production	Mainstream	{SCCO,TECK,ERO,FCX,HBM,BHP}
2026-08-20	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{CPAY,WEX,WK,NAVN,BILL,VERX}
2026-08-20	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{QLYS,RPD,TENB}
2026-08-20	Defense Electronics & Aerospace Subsystem Suppliers	Mainstream	{LOAR,EMBJ,RTX,ATI,MRCY,ATRO,ARXS}
2026-08-20	Development-Stage Gold Exploration & Project Juniors	Mainstream	{HYMC,AUGO,NG}
2026-08-20	Digital Insurance Distribution & InsurTech Platforms	Mainstream	{PRCH,GSHD,LIFE,NP}
2026-08-20	Enterprise HR & Workforce Management SaaS	Mainstream	{PAYC,PAYX,ALIT,ADP,WDAY,PCTY}
2026-08-20	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{HPE,CSCO,DELL,NTAP,ANET,STX,NTNX}
2026-08-20	Enterprise Unstructured Data Storage Infrastructure	Mainstream	{QMCO,P,BOX,DBX}
2026-08-20	Genomics & DNA Sequencing Tools	Mainstream	{BRKR,ILMN,TXG,QGEN,GRAL,NTRA,TWST,WGS,GH}
2026-08-20	Gold & Precious Metals Miners Rotation	Mainstream	{B,ARIS,AEM,EQX,IAG,EGO,AUGO,RGLD,GFI,HYMC,NEM,SBSW,HMY,FNV,AU,KGC,SSRM,CGAU}
2026-08-20	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{UHS,EHC,THC}
2026-08-20	Industrial Construction Execution & On-Site Supply Chain	Mainstream	{DNOW,FLR,ROAD,TPC,J,KBR}
2026-08-20	Industrial Equipment & Flow Control – Capex Cycle Recovery	Mainstream	{FLS,IEX,EMR,LECO,VLTO,ITT,DCI,PH}
2026-08-20	Inflammatory Disease & Immunology Biologics	Mainstream	{DNTH,CLYM,CLDX,ZBIO,APGE,IMVT,VERA,AVTX,ORKA,PHVS,AUPH}
2026-08-20	Insurance Brokerage & Distribution Services	Mainstream	{BWIN,AJG,BRO,WTW}
2026-08-20	IT Consulting & Business Process Outsourcing Services	Mainstream	{CTSH,EXLS,ACN,IT,G}
2026-08-20	Latin American Silver & Gold Mining Operators	Accelerating	{PAAS,BVN,FSM,AGI,AG}
2026-08-20	Life Sciences & Healthcare Data/CRM Platforms	Mainstream	{VEEV,TEM,DOCS}
2026-08-20	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{NVCR,MMSI,HAE,AXGN,EW,CNMD,ABT,GKOS,DXCM,INSP,AORT,BBNX,MDT,BDX,GEHC,RMD,TNDM,COO,ZBH,SOLV}
2026-08-20	Network Security & Zero-Trust Edge	Mainstream	{NTSK,PANW,SAIL,ZS,GEN,S,NET,FTNT,RBRK,CVLT,CRWD,FFIV,GRRR,OKTA,VRNS}
2026-08-20	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{MBX,PTGX,CORT,XERS,CRNX}
2026-08-20	Precious Metals Miners Velocity Breakout	Mainstream	{PPTA,ASM,FSM,SKE,WPM,AYA,SA}
2026-08-20	Precious Metals Royalty & Streaming Companies	Mainstream	{OR,FNV,WPM,RGLD}
2026-08-20	Private Equity & Alternative Asset Management Platforms	Mainstream	{KKR,MAIN,FSK,OWL,BAM,STEP,CG,HLNE,TPG,ARES,APO,BX,HTGC}
2026-08-20	Private Mortgage Insurance	Mainstream	{ESNT,NMIH,MTG}
2026-08-20	Programmatic Digital Advertising Platforms	Mainstream	{QNST,MGNI}
2026-08-20	Property & Casualty Insurance Underwriters	Mainstream	{AFG,RLI,EG,SKWD,THG,TRV,ARX,HCI,ALL,SLDE,ORI}
2026-08-20	Restaurant Chain Recovery	Mainstream	{CAKE,WEN,TXRH,SHAK,CBRL,BLMN,DRI,EAT,JACK,JMKE}
2026-08-20	Silver-Focused Primary Miners	Mainstream	{HL,SVM,EXK,CDE,AG}
2026-08-20	Software Development & DevOps Collaboration Platforms	Mainstream	{TEAM,FROG,GTLB}
2026-08-20	U.S. Apparel & Fashion Recovery	Mainstream	{WWW,ANF,SHOO,CROX}
2026-08-20	Wealth Management & Retail Brokerage Platforms	Mainstream	{BNY,WT,RJF,SF,AMP,SCHW,IVZ,LPLA,STT,NTRS,SEIC}
2026-08-21	AI Chip & Interconnect Supply Chain Enablement	Mainstream	{LRCX,SITM,NVDA,SKHY,AXTI,AMBA,ASML,MRVL,ENTG,FORM,MU,AMD,AMAT,SMTC,ACMR}
2026-08-21	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{INTA,MNDY,BRZE,FRSH,NOW,SAP,AI,DOCU,PLTR,AMPL,AVPT,APPN,HUBS,CRM,PATH}
2026-08-21	B2B Digital Financial Infrastructure & Payment Rails Modernization	Mainstream	{ALKT,FLYW,PAY,RELY,NCNO,JKHY,BR,QTWO,ACIW,WSE,SSNC}
2026-08-21	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{NICE,RNG,TWLO,FIVN,BAND}
2026-08-21	Cloud Data Storage & Analytics Infrastructure	Mainstream	{BLZE,MDB,ESTC,SNOW}
2026-08-21	Cloud Supply Chain & Warehouse Management Software	Mainstream	{MANH,SPSC}
2026-08-21	Commercial, Office & Home Furniture Retailers and Manufacturers	Mainstream	{W,MLKN,HNI,WSM,RH,ARHS}
2026-08-21	Consumer Fintech & Digital Credit Platforms	Mainstream	{OMF,PGY,DAVE,SOFI,AFRM,CHYM,BFH}
2026-08-21	Copper Mining & Production	Accelerating	{TECK,ERO,FCX,HBM,SCCO,BHP}
2026-08-21	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,CPAY,VERX,WK,NAVN,BILL}
2026-08-21	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{RPD,TENB,QLYS}
2026-08-21	Defense Electronics & Aerospace Subsystem Suppliers	Mainstream	{RTX,ATI,ARXS,EMBJ,ATRO,LOAR}
2026-08-21	Development-Stage Gold Exploration & Project Juniors	Accelerating	{NG,HYMC,AUGO}
2026-08-21	Digital Insurance Distribution & InsurTech Platforms	Mainstream	{GSHD,NP,PRCH,LIFE}
2026-08-21	Emerging Defense & Aerospace Hardware Suppliers	Mainstream	{VOYG,AVEX,UMAC,RDW,LPTH,VELO,BETA,RCAT,AVAV,KRMN,KTOS}
2026-08-21	Enterprise HR & Workforce Management SaaS	Mainstream	{PCTY,PAYC,ADP,PAYX,WDAY,ALIT}
2026-08-21	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{DELL,HPE,CSCO,STX,ANET,NTNX,NTAP}
2026-08-21	Enterprise Unstructured Data Storage Infrastructure	Mainstream	{BOX,QMCO,P,DBX}
2026-08-21	European Bank Stocks	Mainstream	{BBVA,UBS,ING,LYG,BCS,DB,SAN,NWG}
2026-08-21	Genomics & DNA Sequencing Tools	Mainstream	{BRKR,GH,NTRA,ILMN,WGS,TXG,TWST,QGEN,GRAL}
2026-08-21	Global Steel & Metal Producers Recovery	Accelerating	{TX,MT}
2026-08-21	Gold & Precious Metals Miners Rotation	Mainstream	{IAG,RGLD,AU,GFI,SSRM,CGAU,B,KGC,SBSW,NEM,ARIS,HMY,FNV,EGO,AEM,EQX,HYMC,AUGO}
2026-08-21	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{EHC,THC,UHS}
2026-08-21	Industrial Construction Execution & On-Site Supply Chain	Mainstream	{J,DNOW,FLR,ROAD,TPC,KBR,TTEK,EME}
2026-08-21	Industrial Equipment & Flow Control – Capex Cycle Recovery	Mainstream	{IEX,VLTO,FLS,DCI,ITT,EMR,PH,LECO}
2026-08-21	Inflammatory Disease & Immunology Biologics	Mainstream	{IMVT,APGE,DNTH,CLDX,CLYM,ZBIO,PHVS,VERA,AUPH,AVTX,ORKA}
2026-08-21	Insurance Brokerage & Distribution Services	Mainstream	{WTW,BWIN,AJG,BRO}
2026-08-21	IT Consulting & Business Process Outsourcing Services	Mainstream	{CTSH,EXLS,G,IT,ACN}
2026-08-21	Latin American Silver & Gold Mining Operators	Accelerating	{PAAS,BVN,AG,AGI,FSM}
2026-08-21	Life Sciences & Healthcare Data/CRM Platforms	Mainstream	{TEM,VEEV,DOCS}
2026-08-21	Life Science Tools & Analytical Instruments	Mainstream	{CRL,RGEN,A,WAT,RVTY,MTD,TECH,DHR,AVTR,TMO}
2026-08-21	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{ZBH,GKOS,AXGN,SOLV,COO,EW,MDT,CNMD,RMD,NVCR,AORT,ABT,INSP,BDX,GEHC,HAE,MMSI,BAX}
2026-08-21	Mobile App Platform & Advertising Monetization	Mainstream	{APPS,BSP}
2026-08-21	Network Security & Zero-Trust Edge	Mainstream	{NTSK,NET,RBRK,FTNT,PANW,GRRR,S,VRNS,CRWD,ZS,OKTA,GEN,SAIL,CVLT,FFIV}
2026-08-21	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{CORT,XERS,PTGX,MBX,CRNX}
