id	birth	birth_name	class	matured	era	n_members	n_founders	n_ep	n_pre	n_post	n_cov	n_hoc	runway	delivered	share_all	censored	rwo_runway	rwo_delivered	rw40_runway	rw40_delivered	rwa_n_ep	rwa_runway	rwa_delivered	ign_rs	ign_cl	ign_ep	ign_epo	first_leg	lag	cl_max_share	cl_days
352	2026-08-26	Bitcoin Miner to AI/HPC Data Center Conversion	cogap	False	E1+ pre-window scan-covered	8	6	7	7	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000		2026-07-06	2026-07-06	2026-07-06	CL+EP	37	1.000	48
353	2026-08-26	Coal Mining Relative Strength Breakout	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	True					0			2026-08-20	2026-06-30			CL	40	1.000	48
354	2026-08-27	5G/IoT Edge Connectivity Hardware Re-Acceleration	grind	False	E1+ pre-window scan-covered	3	3	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0					2026-07-14	2026-07-14	EP	32	0.000	47
355	2026-08-27	Electronic Components & Power Conversion Manufacturers	cogap	False	E1+ pre-window scan-covered	4	4	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000		2026-07-07	2026-07-31	2026-07-31	CL	37	1.000	47
356	2026-08-27	Large-Cap Reinsurance & Specialty P&C Carriers	grind	True	E1+ pre-window scan-covered	6	5	0	0	0	0	0			0.000	True					0			2026-07-24	2026-08-27			RS	24	0.833	47
357	2026-08-27	Major US Passenger Airlines	grind	False	E1+ pre-window scan-covered	5	5	0	0	0	0	0			0.000	True					0			2026-07-06	2026-08-27			RS	38	1.000	47
358	2026-08-27	Power Generation Buildout for AI Data Center Electricity Demand	cogap	False	E1+ pre-window scan-covered	4	4	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	2	0.000	0.000			2026-07-01	2026-07-01	EP	40	0.000	47
359	2026-08-27	Rare & Orphan Disease Specialty Therapeutics	cogap	False	E1+ pre-window scan-covered	3	3	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000			2026-08-14	2026-08-14	EP	9	0.000	47
360	2026-08-28	Electrical Grid & Power Infrastructure Construction (EPC)	grind	False	E1+ pre-window scan-covered	6	6	2	1	1	1	0	0.500	0.500	0.167	True	0.500	0.500	0.200	0.200	2	0.500	0.500		2026-08-28	2026-07-30	2026-07-30	EP	21	1.000	46
361	2026-08-28	Independent Oil Refining & Fuel Distribution	grind	False	E1+ pre-window scan-covered	62	6	1	0	1	1	0	1.000	1.000	0.016	True	1.000	1.000	0.250	0.250	0			2026-08-20		2026-07-29	2026-07-29	EP	22	0.306	46
362	2026-08-28	Infectious Disease Vaccines, Antivirals & Diagnostics Rebound	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-08-27				RS	1	0.333	46
363	2026-08-28	Non-Alcoholic Beverages & Energy Drinks	grind	True	E1+ pre-window scan-covered	5	5	0	0	0	0	0			0.000	True					0			2026-08-24				RS	4	0.000	46
364	2026-08-28	Oilfield Services, Completions & Drilling Equipment	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True			0.000	0.000	0			2026-08-28		2026-07-29	2026-07-29	EP	22	0.000	46
365	2026-08-28	Semiconductor Packaging, Test & Specialty Materials Equipment	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0				2026-08-28			CL	0	1.000	46
366	2026-08-28	Uniform & Facility Services Rental Providers	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	True					0			2026-07-16	2026-08-28			RS	31	1.000	46
367	2026-08-31	Buy Now Pay Later & Point-of-Sale Consumer Credit	grind	False	E1+ pre-window scan-covered	3	3	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-07-06		2026-07-30	2026-07-30	RS	40	0.000	45
368	2026-08-31	Customer Engagement & Behavioral Analytics Martech Platforms	grind	False	E1+ pre-window scan-covered	5	2	0	0	0	0	0			0.000	True					0			2026-07-08				RS	38	0.400	45
369	2026-08-31	Emerging Bitcoin Miners Diversifying into AI/HPC Hosting	grind	False	E1+ pre-window scan-covered	4	4	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000		2026-07-06	2026-07-06	2026-07-06	CL+EP	40	1.000	45
370	2026-08-31	Home Improvement Retail & Building Products Suppliers	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True					0				2026-08-31			CL	0	1.000	45
371	2026-08-31	Pure-Play Homebuilders	grind	False	E1+ pre-window scan-covered	8	8	0	0	0	0	0			0.000	True					0				2026-08-31		2026-07-30	CL	0	1.000	45
372	2026-08-31	RV & Recreational Vehicle Manufacturing Supply Chain	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0				2026-08-12			CL	13	1.000	45
373	2026-09-01	AI Data Center High-Speed Interconnect & Signal Integrity Chipmakers	cogap	False	E1+ pre-window scan-covered	4	4	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0				2026-08-10	2026-07-09	2026-07-09	EP	38	1.000	44
374	2026-09-01	Agricultural Commodity Farming & Food Processing	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True					0							none		0.000	44
375	2026-09-01	Major US Network Airlines Rebound	grind	False	E1+ pre-window scan-covered	5	4	0	0	0	0	0			0.000	True					0			2026-07-07	2026-08-27			RS	40	1.000	44
376	2026-09-01	Management & Business Advisory Consulting Firms	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True			0.000	0.000	0			2026-07-16	2026-07-07	2026-07-29	2026-07-29	CL	40	1.000	44
377	2026-09-01	Media Streaming & Entertainment Content Turnaround	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	True					0			2026-08-25				RS	5	0.000	44
378	2026-09-01	Optical Networking & Photonics Components for AI Data Centers	cogap	False	E1+ pre-window scan-covered	4	3	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	1.000	1.000		2026-09-01	2026-07-09	2026-07-09	EP	38	0.750	44
379	2026-09-01	Orthopedic Surgical Devices & Instruments	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-07-22			2026-07-30	RS	29	0.333	44
380	2026-09-01	Skilled Nursing & Senior Housing Healthcare REITs	grind	False	E1+ pre-window scan-covered	5	4	0	0	0	0	0			0.000	True					0				2026-08-12			CL	14	0.800	44
381	2026-09-01	US LNG Export Value Chain Buildout	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True					0			2026-08-28				RS	2	0.250	44
382	2026-09-02	Canadian Oil Sands & Integrated Producers	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-08-17	2026-07-28			CL	26	1.000	43
383	2026-09-02	Crude Oil & Product Tanker Shipping	grind	False	E1+ pre-window scan-covered	6	6	0	0	0	0	0			0.000	True					0			2026-07-21	2026-07-08			CL	40	1.000	43
384	2026-09-02	Digital Banking Core Platform Providers	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True					0			2026-07-15				RS	35	0.000	43
385	2026-09-02	Latin American National Oil & Gas Companies	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-07-17				RS	33	0.333	43
386	2026-09-02	Molecular & Genomic Diagnostic Testing	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True			0.000	0.000	0			2026-07-08		2026-07-16	2026-07-16	RS	40	0.333	43
387	2026-09-02	Permian Basin Pure-Play Shale Producers	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-08-18	2026-07-28			CL	26	1.000	43
388	2026-09-02	Renewable & Specialty Fuels Chemical Producers	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-08-20				RS	9	0.000	43
389	2026-09-02	Specialty & Rare Disease Pharmaceutical Innovators	grind	False	E1+ pre-window scan-covered	5	5	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-09-02		2026-07-09	2026-07-09	EP	39	0.200	43
390	2026-09-03	Appalachian Natural Gas E&P Producers	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True					0				2026-08-18			CL	12	1.000	42
391	2026-09-03	Brazil/LatAm Macro Risk-On Rotation	grind	False	E1+ pre-window scan-covered	5	5	0	0	0	0	0			0.000	True					0			2026-09-02				RS	1	0.000	42
392	2026-09-03	Homebuilders & Housing Supply Chain Recovery	grind	False	E1+ pre-window scan-covered	9	9	0	0	0	0	0			0.000	True					0				2026-08-31		2026-07-30	CL	3	1.000	42
393	2026-09-03	Newly Public Digital Trading & Brokerage Platforms	cogap	False	E1+ pre-window scan-covered	2	2	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	2	0.000	0.000	2026-08-19		2026-08-13	2026-08-13	EP	15	0.000	42
394	2026-09-03	Oncology Therapeutics RS Turnaround	cogap	False	E1+ pre-window scan-covered	9	4	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-08-21		2026-08-13	2026-08-13	EP	15	0.000	42
395	2026-09-03	Rare Disease & Specialty Biopharmaceutical Innovators	cogap	False	E1+ pre-window scan-covered	6	4	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-08-14		2026-07-09	2026-07-09	EP	40	0.167	42
396	2026-09-04	AI data-center power buildout	cogap	False	E1+ pre-window scan-covered	3	3	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	3	0.000	0.000			2026-07-30	2026-07-30	EP	26	0.333	41
397	2026-09-04	Apartment & Single-Family Rental REITs	grind	False	E1+ pre-window scan-covered	6	6	0	0	0	0	0			0.000	True					0				2026-07-22			CL	32	1.000	41
398	2026-09-04	Integrated Oil Majors RS Reversal	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True					0			2026-08-31	2026-07-28			CL	28	1.000	41
