theme_date	name	source	stage	score	rs_avg	days_active	parent_theme	tickers
2026-08-05	U.S. Passenger Airlines	live	Accelerating	75.40	90.90	19		DAL,UAL,ALGT,SKYW,ALK,LUV
2026-08-05	U.S. Petroleum Refining & Downstream Processing	live	Mainstream	64.40	68.80	25		PARR,PBF,PSX,MPC,DINO,VLO
2026-08-05	U.S. Regional & Mid-Cap Commercial Banks	live	Mainstream	63.60	67.20	25		KEY,MTB,RF,EWBC,CFG,WSFS,HBAN,FITB,ZION,HWC,FHN,SSB,USB,PNC,BOKF,UMBF,TFC,WTFC,WAL
2026-08-05	Vacation Ownership & Timeshare Resort Recovery	live	Fading	9.83		1		TNL,VAC
2026-08-05	Wealth Management & Retail Brokerage Platforms	live	Mainstream	72.90	85.80	21		RJF,LPLA,AMP,SCHW,SEIC,SF
2026-08-06	Aerospace Precision Components & Supply Chain	live	Nascent	71.80	83.70	3		BA,DPC
2026-08-06	AI Data Center Infrastructure Buildout	live	Retired	0.00		3	Cloud Data Storage & Analytics Infrastructure	
2026-08-06	AI GPU Compute Infrastructure & Cloud Services	live	Fading	40.45		1		APLD,CRWV
2026-08-06	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	live	Mainstream	78.30	96.60	11		INTA,AVPT,AMPL
2026-08-06	Alphabet (Google) Platform Re-Rating	live	Fading	39.81		2		GOOGL,GOOG
2026-08-06	B2B Digital Financial Infrastructure & Payment Rails Modernization	live	Mainstream	71.10	82.20	25		PAY,ACIW
2026-08-06	B2B Marketing Automation & Customer Engagement SaaS	live	Retired	0.00		10		
2026-08-06	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	46.40		5		CIFR,HUT
2026-08-06	Branded Packaged Food & Consumer Staples Producers	live	Fading	9.83		1		CPB,KHC
2026-08-06	Building Envelope, Ceilings & Interior Construction Products	live	Nascent	70.60	81.20	2		AWI,CSL
2026-08-06	Canadian Big Banks	live	Mainstream	58.80	57.60	12		TD,BNS,BMO,RY,CM
2026-08-06	Casual Dining & Full-Service Restaurant Chain Recovery	live	Mainstream	79.50	98.90	7		CAKE,EAT
2026-08-06	China Consumer Internet & Digital Marketplace Platforms	live	Mainstream	70.80	81.50	6		BZ,ATHM
2026-08-06	Cinema Exhibition & Premium Large-Format Recovery	live	Mainstream	77.00	94.10	6		CNK,IMAX
2026-08-06	Clinical-Stage Oncology Biotech	live	Fading	23.43		7		ELVN,TGTX
2026-08-06	Cloud Contact Center & CCaaS Communication Platforms	live	Mainstream	78.00	96.00	6		RNG,FIVN
2026-08-06	Cloud Data Storage & Analytics Infrastructure	live	Mainstream	79.30	98.70	17		BLZE,SNOW
2026-08-06	Cloud Observability & AIOps Monitoring Platforms	live	Fading	58.80		12		PD,DDOG
2026-08-06	Cloud Supply Chain & Warehouse Management Software	live	Mainstream	76.50	93.10	13		MANH,SPSC
2026-08-06	Commercial, Office & Home Furniture Retailers and Manufacturers	live	Nascent	77.90	95.80	4		MLKN,BOBS,HNI
2026-08-06	Commercial Real Estate Brokerage & Advisory Services	live	Fading	57.28		14		JLL,CBRE
2026-08-06	Consumer Fintech & Digital Credit Platforms	live	Fading	45.95		20		DAVE,SEZL
2026-08-06	Consumer Staples Packaged Food & Snack Brand Recovery	live	Fading	19.03		2		LW,CAG
2026-08-06	Containerboard & Corrugated Packaging Producers	live	Mainstream	70.60	81.20	12		IP,SW,PKG
2026-08-06	Copper Mining & Production	live	Accelerating	64.40	68.80	7		SCCO,FCX,HBM
2026-08-06	Corporate Spend, Expense Management & Financial Operations Software	live	Mainstream	74.10	88.20	21		BILL,WEX
2026-08-06	Cruise Line & Ocean Travel Recovery	live	Retired	0.00		4		
2026-08-06	Cyber Exposure Management & Vulnerability Assessment	live	Mainstream	71.10	82.20	8		TENB,RPD,QLYS
2026-08-06	Defense Electronics & Aerospace Subsystem Suppliers	live	Nascent	75.20	90.50	4		AADX,MRCY,ARXS,DFNS
2026-08-06	Defense ISR & Unmanned Systems Intelligence	live	Fading	72.10	84.20	1		AVEX,HAWK
2026-08-06	Department Store Retail Recovery	live	Fading	45.89		7		KSS,DDS
2026-08-06	Dermatology & Atopic Immunology Biologics	live	Fading	31.21		4		APGE,FBRX
2026-08-06	Digital Insurance Distribution & InsurTech Platforms	live	Nascent	79.50	99.00	4		LIFE,GSHD
2026-08-06	Digital Payments Processing & Merchant Acquiring Networks	live	Fading	57.44		12		FOUR,PYPL
2026-08-06	Electrical Connectivity & Utility Network Hardware	live	Nascent	76.10	92.20	3		PLPC,BDC
2026-08-06	Electrical Infrastructure Products & Systems Installation	live	Nascent	75.70	91.30	4		IESC,ATKR
2026-08-06	Enterprise HR & Workforce Management SaaS	live	Mainstream	76.80	93.60	16		ALIT,WDAY,PCTY
2026-08-06	Enterprise Server, Storage & Data Infrastructure Hardware	live	Mainstream	74.20	88.50	9		HPE,STX,DELL,NTAP
2026-08-06	European Bank Stocks	live	Mainstream	73.50	87.10	33		ING,LYG,SAN,NWG,BBVA,BCS
2026-08-06	Family Dining & Quick-Service Restaurant Chain Recovery	live	Nascent	77.90	95.80	5		CBRL,JACK
2026-08-06	Financial Compliance & Regulatory Reporting SaaS	live	Retired	0.00		4		
2026-08-06	For-Profit & Vocational Education Operators	live	Fading	11.52		1		LOPE,CVSA
2026-08-06	For-Profit & Vocational Post-Secondary Education Operators	live	Fading	15.56		1		LAUR,STRA
2026-08-06	Franchise Auto Dealership Groups	live	Fading	45.25		20		PAG,SAH,ABG
2026-08-06	Global Crude & Product Tanker Fleet Operators	live	Mainstream	65.30	70.50	14		NAT,FRO,INSW,TNK,DHT
2026-08-06	Global Steel & Metal Producers Recovery	live	Accelerating	71.50	83.00	6		MT,TX
2026-08-06	Gold & Precious Metals Miners Rotation	live	Fading	70.80	81.50	1		CGAU,EGO
2026-08-06	Government & Defense IT Services Providers	live	Fading	71.40	82.80	1		INGM,EFOR,LDOS
2026-08-06	Hospital & Behavioral Health Facility Procedure Volume Recovery	live	Accelerating	72.30	84.50	5		UHS,THC
2026-08-06	Hotel REIT Recovery & Re-Rating	live	Fading	30.23		6		RLJ,XHR
2026-08-06	Industrial Construction Execution & On-Site Supply Chain	live	Mainstream	75.30	90.70	6		DNOW,TPC
2026-08-06	Industrial Equipment Rental & Material Handling	live	Nascent	77.80	95.70	3		HRI,CMCO,SUNB
2026-08-06	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	live	Mainstream	66.70	73.30	11		DCI,FELE,IR,IEX
2026-08-06	Industrial HVAC, Plumbing & Fabricated Copper Products	live	Nascent	74.30	88.60	5		CSW,MLI
2026-08-06	Industrial Process Equipment, Automation & Flow Control	live	Nascent	67.80	75.70	2		LECO,EMR,FLS
2026-08-06	Inflammatory Disease & Immunology Biologics	live	Nascent	78.50	97.10	56		SYRE,ORKA
2026-08-06	Insurance Brokerage & Distribution Services	live	Fading	52.24		18		AON,AJG,BRO
2026-08-06	Junior Precious Metals Miners Rotation	live	Fading	21.81		1		PPTA,FSM
2026-08-06	Life Insurance & Annuity Providers	live	Mainstream	71.50	82.90	28		PRU,UNM,MET
2026-08-06	Life Science Tools & Analytical Instruments	live	Mainstream	70.00	79.90	20		WAT,MTD,TMO
2026-08-06	Medical Device Mean-Reversion & Rotation Recovery	live	Mainstream	69.50	79.10	14		CNMD,XRAY,INSP,TNDM
2026-08-06	Mobile App Platform & Advertising Monetization	live	Nascent	79.90	99.80	2		APPS,BSP
2026-08-06	Molecular Diagnostics & DNA-Based Genetic Testing	live	Retired	0.00		15		
2026-08-06	Net Lease Single-Tenant REIT Recovery	live	Fading	15.36		1		NNN,O
2026-08-06	Network Security & Zero-Trust Edge	live	Mainstream	69.30	78.50	52		RBRK,OKTA,FTNT,NET,VRNS,PANW,CRWD,CVLT
2026-08-06	Office REIT Recovery & Re-Rating	live	Mainstream	64.70	69.30	24		HIW,BXP,CDP,SLG
2026-08-06	Online Insurance Comparison & Digital Marketplace Platforms	live	Fading	19.27		14		EVER,MAX
2026-08-06	Open-Air & Strip Mall Retail REITs	live	Fading	20.28		14		PECO,SKT
2026-08-06	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	live	Mainstream	79.20	98.50	29		PTGX,MBX,XERS,CORT
2026-08-06	Precious Metals Equities Rally	live	Nascent	58.90	57.80	1		NEM,PAAS,AU,GFI,HL,KGC,HYMC,EXK,CDE,SVM,IAG,AGI,HMY,EQX,AG,SSRM,SBSW,AUGO,AEM,FNV,RGLD
2026-08-06	Precious Metals Miners Rotation	live	Retired	0.00		2	Precious Metals Equities Rally	
2026-08-06	Precious Metals Royalty & Streaming Companies	live	Retired	0.00		3	Precious Metals Equities Rally	
2026-08-06	Private Equity & Alternative Asset Management Platforms	live	Nascent	70.80	81.50	3		ARES,HLNE
2026-08-06	Private Mortgage Insurance	live	Mainstream	67.60	75.20	29		NMIH,MTG,RDN,ESNT
2026-08-06	Professional Advisory & Business Services	live	Fading	48.38		17		CRAI,CBZ
2026-08-06	Property & Casualty Insurance Underwriters	live	Mainstream	69.80	79.70	29		CB,ALL,ACGL,HIG,SKWD,HCI,ORI,CINF,THG,TRV,WRB,AFG
2026-08-06	Quantum Computing Hardware & Software	live	Nascent	62.40	64.90	6		XNDU,QBTS,QUBT,RGTI,INFQ
2026-08-06	Regulated Water Utility Infrastructure	live	Fading	15.36		1		AWK,AWR,CWT,WTRG
2026-08-06	Senior & Long-Term Care Healthcare REITs	live	Fading	21.20		13		VTR,OHI
2026-08-06	Small Modular & Advanced Nuclear Reactor Development	live	Fading	21.59		1		NNE,SMR
2026-08-06	Smart Home Security & Comfort Systems	live	Fading	18.40		6		ALRM,REZI
2026-08-06	Smart Utility Metering & Water Infrastructure Hardware	live	Fading	26.38		1		ITRI,MWA
2026-08-06	SMB & Workforce Business Services Platforms	live	Fading	60.08		22		NSP,LZ
2026-08-06	Specialty Insurance Underwriting & Brokerage	live	Accelerating	70.80	81.50	16		RYAN,PLMR
2026-08-06	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	live	Nascent	77.90	95.80	4		OMER,KNSA
2026-08-06	Tax Preparation & Consumer Financial Software Platforms	live	Retired	0.00		2		
2026-08-06	Technology Intellectual Property Licensing	live	Retired	0.00		3		
2026-08-06	Traditional Staffing & Talent Placement Services	live	Mainstream	73.30	86.70	19		RHI,MAN
2026-08-06	Truckload & LTL Freight Carriers	live	Fading	21.04		16		ARCB,SNDR
2026-08-06	Uniform Rental & Managed Workwear Services	live	Fading	23.76		12		CTAS,VSTS
2026-08-06	U.S. Apparel & Fashion Recovery	live	Fading	47.17		15		CROX,RVLV
2026-08-06	US-China Tariff Truce — Consumer Goods & Digital Beneficiaries	live	Fading	18.50		1		HAS,MAT
2026-08-06	U.S. Domestic Steel Producers	live	Accelerating	71.00	82.10	10		NUE,STLD
2026-08-06	U.S. Government/Defense Contract Surge	shadow_promoted	Nascent	69.20	69.20	3		PLTR,TSAT,VOYG,AMRC
2026-08-06	U.S. Multifamily & Residential Apartment REITs	live	Fading	9.83		1		AVB,CPT,MAA
2026-08-06	U.S. Passenger Airlines	live	Mainstream	74.60	89.20	20		LUV,ALGT,DAL,ALK,UAL,SKYW
2026-08-06	U.S. Petroleum Refining & Downstream Processing	live	Fading	65.10	70.20	25		PBF,MPC,PSX,PARR,VLO,DINO
2026-08-06	U.S. Regional & Mid-Cap Commercial Banks	live	Mainstream	61.00	62.10	26		CFG,SSB,FHN,UMBF,USB,HBAN,FITB,KEY,WTFC,TFC,WSFS,HWC,PNC,BOKF,WAL,EWBC,ZION,RF,MTB
2026-08-06	Vacation Ownership & Timeshare Resort Recovery	live	Fading	7.86		1		TNL,VAC
2026-08-06	Wealth Management & Retail Brokerage Platforms	live	Mainstream	72.50	85.00	22		SEIC,AMP,RJF,LPLA,SCHW,SF
