set	ticker	trade_date	cap_gap	split_gap	raw_gap	artifact	art_reason	n_min_bars	prev_close	prev_volume	status_0931	reason_0931	entered_0931	entry_px_0931	stop_0931	target_0931	realized_r_0931	mark_r_0931	final_0931	partial_0931	sess_abst_0931	status_0936	reason_0936	entered_0936	entry_px_0936	stop_0936	target_0936	realized_r_0936	mark_r_0936	final_0936	partial_0936	sess_abst_0936	set2	raw_pc	raw_pv	tick_bound	inwin	sustain
MIN_PREV_CLOSE	GTN	2026-08-07	10.98	10.98	10.98	False		377	4.28	1632540.0	settled		True	5.045	4.455	5.635	-0.36101694915254257		stop_hit	False	0	settled		True	5.045	4.455	5.635	-0.36101694915254257		stop_hit	False	0	MIN_PREV_CLOSE	4.28	1632573.0	False	18.691588785046733	True
MIN_PREV_DAY_VOLUME	HCWC	2026-08-07	58.35	58.29	58.35	False		390	7.0	13184.0	no_trade	setup:stop_too_wide: 0.05 > 1.5x ATR 0.02	False							False	0	no_trade	setup:stop_too_wide: 0.05 > 1.5x ATR 0.02	False							False	0	MIN_PREV_CLOSE	0.2	461477.0	False	127.45000000000002	True
gap_floor_5_6	HIMX	2026-08-07	5.67	5.67	5.67	False		381	13.76	2485525.0	settled		True	14.5472	14.1328	14.9616	0.3333333333333333		stop_hit	True	0	settled		True	14.5472	14.1328	14.9616	0.3333333333333333		stop_hit	True	0	gap_floor_5_6	13.76	2492570.0	False	6.395348837209312	False
gap_floor_6_7	HL	2026-08-07	6.31	6.31	6.31	False		390	15.86	35317411.0	no_entry	never_crossed_orb_high	False		16.689999999999998					False	0	no_entry	never_crossed_orb_high	False		16.689999999999998					False	0	gap_floor_6_7	15.86	35508845.0	False	7.377049180327887	False
MIN_PREV_CLOSE	HTZ	2026-08-07	20.79	20.79	20.79	False		390	2.02	132308494.0	no_entry	never_crossed_orb_high	False		2.2454					False	0	no_entry	never_crossed_orb_high	False		2.2454					False	0	MIN_PREV_CLOSE	2.02	155744367.0	False	23.26732673267327	True
gap_floor_6_7	IDR	2026-08-07	6.03	6.03	6.03	False		202	32.53	220608.0	abstain	day0_fill_bar_stop_and_target	True	34.55	34.290000000000006	34.80999999999999				False	0	settled		True	34.55	34.290000000000006	34.80999999999999	0.33333333333333337		stop_hit	True	0	gap_floor_6_7	32.53	221319.0	False	7.685213648939438	False
MIN_PREV_CLOSE	INDI	2026-08-07	19.53	19.53	19.53	False		389	3.43	6596455.0	no_entry	never_crossed_orb_high	False		3.6806					False	0	no_entry	never_crossed_orb_high	False		3.6806					False	0	MIN_PREV_CLOSE	3.43	7443643.0	False	20.11661807580174	True
gap_floor_5_6	IOVA	2026-08-07	5.8	5.8	5.8	False		390	6.21	73074828.0	settled		True	6.77	5.890000000000001	7.649999999999999	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		5.890000000000001					False	0	gap_floor_5_6	6.21	73426997.0	False	11.433172302737532	False
MIN_PREV_DAY_VOLUME	JATT	2026-08-07	12.11	12.11	12.11	False		30	12.06	1359.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_DAY_VOLUME	12.06	0.0	False		
gap_floor_6_7	JHX	2026-08-07	6.89	6.89	6.89	False		390	28.0	9998481.0	settled		True	30.5	28.9	32.1	-0.4924999999999997		stop_hit	False	0	settled		True	30.5	28.9	32.1	-0.4924999999999997		stop_hit	False	0	gap_floor_6_7	28.0	10514490.0	False	8.928571428571416	False
MIN_PREV_DAY_VOLUME	JXG	2026-08-07	10.72	10.72	10.72	False		2	7.09	229.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_DAY_VOLUME	7.09	0.0	False		
gap_floor_6_7	KGC	2026-08-07	6.17	6.17	6.17	False		390	25.62	7523494.0	settled		True	27.46	26.86	28.060000000000002	-1.0		stop_hit	False	0	settled		True	27.46	26.86	28.060000000000002	-1.0		stop_hit	False	0	gap_floor_6_7	25.62	7613311.0	False	7.2209211553473835	False
gap_floor_5_6	KIDZ	2026-08-07	5.48	5.48	5.48	False		312	6.3	133929.0	abstain	entry_window_gaps:2_of_29	False		0.407					False	0	abstain	entry_window_gaps:1_of_24	False		0.407					False	0	MIN_PREV_CLOSE	0.42	2008965.0	False	5.476190476190482	False
gap_floor_5_6	KRP	2026-08-07	5.38	5.38	5.38	False		352	14.51	720317.0	settled		True	15.29	14.6902	15.889799999999997	-0.73357785928643		stop_hit	False	0	settled		True	15.29	14.6902	15.889799999999997	-0.73357785928643		stop_hit	False	0	gap_floor_5_6	14.51	720855.0	False	5.733976567884213	False
MIN_PREV_DAY_VOLUME	LEE	2026-08-07	14.47	14.47	14.47	False		24	8.12	47408.0	no_trade	setup:stop_too_wide: 1.05 > 1.5x ATR 0.55	False							False	0	no_trade	setup:stop_too_wide: 1.05 > 1.5x ATR 0.55	False							False	0	MIN_PREV_DAY_VOLUME	8.12	47411.0	False	14.470443349753708	False
MIN_PREV_CLOSE	LGHL	2026-08-07	18.13	18.13	18.13	False		369	0.965	593434.0	settled		True	1.17	1.0899999999999999	1.25	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		1.0899999999999999					False	0	MIN_PREV_CLOSE	0.965	912403.0	False	21.243523316062166	True
gap_floor_5_6	LUMN	2026-08-07	5.25	5.25	5.25	False		390	5.9	17152097.0	settled		True	6.24	6.08	6.4	0.29166666666666763		stop_hit	True	0	settled		True	6.27	6.08	6.489999999999998	0.24561403508772095		stop_hit	True	0	gap_floor_5_6	5.9	17412409.0	False	8.135593220338961	False
MIN_PREV_CLOSE	MB	2026-08-07	281.33	281.33	281.33	False		302	3.75	422.0	no_trade	setup:stop_too_wide: 1.77 > 1.5x ATR 0.24	False							False	0	no_trade	setup:stop_too_wide: 1.77 > 1.5x ATR 0.24	False							False	0	MIN_PREV_CLOSE	3.75	423.0	False	325.3333333333333	True
gap_floor_6_7	MNDY	2026-08-07	6.13	6.13	6.13	False		382	87.57	1107714.0	settled		True	93.3	91.51	95.08999999999999	-1.0		stop_hit	False	0	settled		True	93.34	91.51	95.21000000000001	-1.0		stop_hit	False	0	gap_floor_6_7	87.57	1130817.0	False	7.319858398995095	False
gap_floor_6_7	MP	2026-08-07	6.72	6.72	6.72	False		390	47.49	7579695.0	no_entry	never_crossed_orb_high	False		48.74000000000001					False	0	no_entry	never_crossed_orb_high	False		48.74000000000001					False	0	gap_floor_6_7	47.49	7777904.0	False	8.022741629816792	False
gap_floor_6_7	MUX	2026-08-07	6.9	6.9	6.9	False		341	18.26	1470704.0	settled		True	19.69	19.349999999999998	20.030000000000005	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		19.349999999999998					False	0	gap_floor_6_7	18.26	1472925.0	False	9.6933187294633	False
MIN_PREV_CLOSE	NAMI	2026-08-07	213.06	213.06	213.06	False		390	2.91	3232709.0	no_trade	setup:stop_too_wide: 0.96 > 1.5x ATR 0.31	False							False	0	no_trade	setup:stop_too_wide: 0.96 > 1.5x ATR 0.31	False							False	0	MIN_PREV_CLOSE	2.91	10588630.0	False	225.4295532646048	True
gap_floor_5_6	NB	2026-08-07	5.34	5.34	5.34	False		389	5.06	3414187.0	settled		True	5.34	5.24	5.4399999999999995	0.3333333333333333		stop_hit	True	0	settled		True	5.37	5.24	5.53	0.41025641025641096		stop_hit	True	0	gap_floor_5_6	5.06	3426636.0	False	8.24901185770753	False
gap_floor_5_6	NBTX	2026-08-07	5.85	5.85	5.85	False		107	37.79	128450.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	gap_floor_5_6	37.79	128475.0	False	5.848107965070142	False
gap_floor_6_7	NG	2026-08-07	6.77	6.77	6.77	False		389	6.9	5186665.0	no_entry	never_crossed_orb_high	False		7.0600000000000005					False	0	no_entry	never_crossed_orb_high	False		7.0600000000000005					False	0	gap_floor_6_7	6.9	5263913.0	False	7.246376811594217	False
silent_no_row	NRDS	2026-08-07	10.18	10.18	10.18	False		367	8.84	1035494.0	abstain	entry_window_gaps:6_of_29	False		9.129999999999999					False	0	abstain	entry_window_gaps:3_of_24	False		9.129999999999999					False	0	silent_no_row	8.84	1042217.0	False	10.294117647058826	False
MIN_PREV_CLOSE	NRXP	2026-08-07	13.27	13.27	13.27	False		372	3.09	549665.0	settled		True	3.56	3.3400000000000003	3.78	0.33333333333333337		stop_hit	True	0	settled		True	3.56	3.3400000000000003	3.78	0.33333333333333337		stop_hit	True	0	MIN_PREV_CLOSE	3.09	552131.0	False	18.12297734627832	True
gap_floor_5_6	NTLA	2026-08-07	5.69	5.69	5.69	False		390	11.24	4305393.0	settled		True	12.07	11.690000000000001	12.45	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		11.690000000000001					False	0	gap_floor_5_6	11.24	4341066.0	False	7.47330960854093	False
gap_floor_8_9	NUTX	2026-08-07	8.44	8.44	8.44	False		184	151.93	177412.0	settled		True	167.44	152.56	182.32	-1.0		stop_hit	False	0	settled		True	167.44	152.56	182.32	-1.0		stop_hit	False	0	gap_floor_8_9	151.93	181085.0	False	10.208648719805154	False
gap_floor_9to10_admitted_now	NVNO	2026-08-07	9.85	9.85	9.85	False		5	10.15	134484.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	gap_floor_9to10_admitted_now	10.15	134493.0	False		
gap_floor_5_6	OR	2026-08-07	5.19	5.19	5.19	False		365	32.15	864125.0	abstain	entry_window_gaps:1_of_29	False		33.53					False	0	abstain	entry_window_gaps:1_of_24	False		33.53					False	0	gap_floor_5_6	32.15	1074273.0	False	6.034214618973579	False
gap_floor_6_7	PAAS	2026-08-07	6.29	6.29	6.29	False		390	48.05	3535029.0	settled		True	51.48	50.62	52.339999999999996	-1.0		stop_hit	False	0	settled		True	51.48	50.62	52.339999999999996	-1.0		stop_hit	False	0	gap_floor_6_7	48.05	3541454.0	False	7.138397502601464	False
gap_floor_8_9	PAR	2026-08-07	8.06	8.06	8.06	False		351	17.12	1216253.0	settled		True	18.62	18.45	18.860000000000003	-1.0		stop_hit	False	0	abstain	entry_window_gaps:3_of_24	False		18.45					False	0	gap_floor_8_9	17.12	1206442.0	False	9.754672897196244	False
unclassified_security_type	PDIYF	2026-08-07	33.42			True	no_daily	0	2.6	35532.0	excluded_artifact	no_daily										excluded_artifact	no_daily										artifact_or_otc			False		
MIN_PREV_CLOSE	PFAI	2026-08-07	9.98	9.98	9.98	False		10	2.355	34333.0	settled		True	2.6798	2.5199999999999996	2.859400000000001	-1.9386733416770896		stop_hit	False	0	abstain	entry_window_gaps:21_of_24	False		2.5199999999999996					False	0	MIN_PREV_CLOSE	2.355	34344.0	False	13.791932059448001	False
gap_floor_5_6	POET	2026-08-07	5.39	5.39	5.39	False		390	8.53	18722999.0	settled		True	9.0	8.760000000000002	9.239999999999998	-1.0		stop_hit	False	0	settled		True	9.02	8.760000000000002	9.299999999999997	-1.0		stop_hit	False	0	gap_floor_5_6	8.53	18818718.0	False	7.502930832356398	False
gap_floor_7_8	PPTA	2026-08-07	7.18	7.18	7.18	False		383	22.83	1187975.0	settled		True	24.63	24.19	25.069999999999997	-1.0		stop_hit	False	0	settled		True	24.63	24.19	25.069999999999997	-1.0		stop_hit	False	0	gap_floor_7_8	22.83	1211335.0	False	9.023215067893148	False
MIN_PREV_CLOSE	RCEL	2026-08-07	26.53	26.53	26.53	False		390	4.75	345289.0	no_trade	setup:stop_too_wide: 0.69 > 1.5x ATR 0.31	False							False	0	no_trade	setup:stop_too_wide: 0.69 > 1.5x ATR 0.31	False							False	0	MIN_PREV_CLOSE	4.75	397914.0	False	46.73684210526315	True
MIN_PREV_CLOSE	RDHL	2026-08-07	11.53	11.53	11.53	False		27	0.581	58158.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	0.581	58693.0	False	11.531841652323592	False
gap_floor_6_7	REAL	2026-08-07	6.66	6.66	6.66	False		389	12.77	6937149.0	settled		True	13.775	12.584999999999999	14.965000000000002	-1.0		stop_hit	False	0	settled		True	13.775	12.584999999999999	14.965000000000002	-1.0		stop_hit	False	0	gap_floor_6_7	12.77	7097718.0	False	8.222396241190296	False
gap_floor_8_9	REAX	2026-08-07	8.54	8.54	8.54	False		385	19.9	864718.0	no_entry	never_crossed_orb_high	False		2.0300000000000002					False	0	no_entry	never_crossed_orb_high	False		2.0300000000000002					False	0	MIN_PREV_CLOSE	1.99	8647221.0	False	9.045226130653262	False
gap_floor_7_8	RKT	2026-08-07	7.64	7.64	7.64	False		390	13.22	38694229.0	no_entry	never_crossed_orb_high	False		13.358200000000002					False	0	no_entry	never_crossed_orb_high	False		13.358200000000002					False	0	gap_floor_7_8	13.22	40041070.0	False	8.018154311648999	False
gap_floor_8_9	RWAY	2026-08-07	8.7	8.7	8.7	False		320	5.98	931323.0	settled		True	6.5	6.23	6.77	0.3333333333333333		stop_hit	True	0	settled		True	6.5	6.23	6.77	0.3333333333333333		stop_hit	True	0	gap_floor_8_9	5.98	944483.0	False	10.535117056856194	True
gap_floor_6_7	SA	2026-08-07	6.69	6.69	6.69	False		335	29.01	657776.0	settled		True	31.125	30.47	31.905	0.39694656488549607		stop_hit	True	0	settled		True	31.15	30.47	31.979999999999997	0.40686274509803855		stop_hit	True	0	gap_floor_6_7	29.01	662903.0	False	8.455704929334715	False
MIN_PREV_CLOSE	SAGT	2026-08-07	22.05	22.05	22.05	False		324	0.721	300914.0	no_entry	never_crossed_orb_high	False		0.8210000000000001					False	0	no_entry	never_crossed_orb_high	False		0.8210000000000001					False	0	MIN_PREV_CLOSE	0.721	1179289.0	False	22.05270457697644	True
gap_floor_5_6	SAIL	2026-08-07	5.88	5.88	5.88	False		389	17.68	2203908.0	settled		True	18.77	17.955000000000002	19.584999999999997	0.33333333333333337		stop_hit	True	0	settled		True	18.77	17.955000000000002	19.584999999999997	0.33333333333333337		stop_hit	True	0	gap_floor_5_6	17.68	2212642.0	False	6.900452488687776	False
gap_floor_6_7	SATL	2026-08-07	6.35	6.35	6.35	False		390	5.04	11899557.0	settled		True	5.4	5.199999999999999	5.600000000000001	0.33333333333333337		stop_hit	True	0	settled		True	5.4	5.199999999999999	5.600000000000001	0.33333333333333337		stop_hit	True	0	gap_floor_6_7	5.04	12051380.0	False	8.134920634920633	False
gap_floor_9to10_admitted_now	SBSW	2026-08-07	9.61	9.61	9.61	False		387	9.89	4166922.0	settled		True	10.88	10.74	11.020000000000001	-1.0		stop_hit	False	0	settled		True	10.88	10.74	11.020000000000001	-1.0		stop_hit	False	0	gap_floor_9to10_admitted_now	9.89	4171443.0	False	10.313447927199192	True
gap_floor_6_7	SCZM	2026-08-07	6.21	6.21	6.21	False		279	7.97	466829.0	settled		True	8.61	8.190000000000001	9.029999999999998	-1.0238095238095277		stop_hit	False	0	settled		True	8.61	8.190000000000001	9.029999999999998	-1.0238095238095277		stop_hit	False	0	gap_floor_6_7	7.97	481779.0	False	8.281053952321216	False
MIN_PREV_CLOSE	SJ	2026-08-07	11.92	11.92	11.92	False		10	0.9114	9897.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	0.9114	9898.0	False	11.915734035549704	False
gap_floor_6_7	SKE	2026-08-07	6.8	6.8	6.8	False		327	30.86	542584.0	settled		True	33.3	32.400099999999995	34.239999999999995	-1.0		stop_hit	False	0	settled		True	33.2599	32.400099999999995	34.11970000000001	-1.0		stop_hit	False	0	gap_floor_6_7	30.86	565370.0	False	8.4251458198315	False
MIN_PREV_CLOSE	SLGB	2026-08-07	49.26	49.26	49.26	False		390	0.5124	243167.0	no_entry	never_crossed_orb_high	False		0.6900999999999999					False	0	no_entry	never_crossed_orb_high	False		0.6900999999999999					False	0	MIN_PREV_CLOSE	0.5124	281925.0	False	50.253708040593295	True
MIN_PREV_CLOSE	SLMT	2026-08-07	10.27	10.27	10.27	False		57	4.09	24480.0	abstain	entry_window_gaps:19_of_29	False		3.6900999999999993					False	0	abstain	entry_window_gaps:16_of_24	False		3.6900999999999993					False	0	MIN_PREV_CLOSE	4.09	24505.0	False	10.266503667481672	False
gap_floor_9to10_admitted_now	SPB	2026-08-07	9.34	9.34	9.34	False		329	88.26	473619.0	settled		True	96.5	95.0	98.0	0.3333333333333333		stop_hit	True	0	settled		True	96.98	95.0	99.44000000000001	-1.0		stop_hit	False	0	gap_floor_9to10_admitted_now	88.26	473805.0	False	12.236573759347365	True
silent_no_row	SRZN	2026-08-07	14.79	14.79	14.79	False		298	21.64	211714.0	settled		True	26.26	22.49	30.160000000000007	-1.0		stop_hit	False	0	abstain	entry_window_gaps:8_of_24	False		22.49					False	0	silent_no_row	21.64	211720.0	False	26.247689463955638	True
MIN_PREV_CLOSE	STLN	2026-08-07	30.86	30.86	30.86	False		387	4.99	1825852.0	no_trade	setup:stop_too_wide: 0.56 > 1.5x ATR 0.31	False							False	0	no_trade	setup:stop_too_wide: 0.56 > 1.5x ATR 0.31	False							False	0	MIN_PREV_CLOSE	4.99	2020656.0	False	32.36472945891785	True
gap_floor_6_7	STRO	2026-08-07	6.87	6.87	6.87	False		106	24.15	153946.0	settled		True	25.965	24.05	27.895	-1.0		stop_hit	False	0	abstain	entry_window_gaps:8_of_24	False		24.05					False	0	gap_floor_6_7	24.15	154046.0	False	7.51552795031057	False
gap_floor_7_8	SUPX	2026-08-07	7.52	7.52	7.52	False		118	6.52	133780.0	settled		True	7.03	6.93	7.150000000000001	-0.1333333333333297		stop_hit	True	0	abstain	day0_fill_bar_straddles_stop	True	7.01	6.93	7.09				False	0	gap_floor_7_8	6.52	133850.0	False	10.199386503067487	False
gap_floor_7_8	SVM	2026-08-07	7.41	7.41	7.41	False		387	10.79	1989107.0	settled		True	11.7	11.3	12.099999999999998	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		11.3					False	0	gap_floor_7_8	10.79	2684189.0	False	9.253012048192772	False
gap_floor_5_6	TFPM	2026-08-07	5.33	5.33	5.33	False		326	32.11	599275.0	abstain	entry_window_gaps:5_of_29	False		33.470000000000006					False	0	abstain	entry_window_gaps:5_of_24	False		33.470000000000006					False	0	gap_floor_5_6	32.11	608881.0	False	6.353161009031453	False
MIN_PREV_CLOSE	THRY	2026-08-07	12.2	12.2	12.2	False		354	2.46	1093894.0	no_entry	never_crossed_orb_high	False		2.4949999999999997					False	0	no_entry	never_crossed_orb_high	False		2.4949999999999997					False	0	MIN_PREV_CLOSE	2.46	1378089.0	False	12.398373983739845	False
gap_floor_7_8	TLX	2026-08-07	7.52	7.52	7.52	False		169	10.64	66610.0	settled		True	11.48	11.399999999999999	11.560000000000002	0.33333333333333337		stop_hit	True	0	settled		True	11.5289	11.399999999999999	11.706700000000001	-0.5171967933798727		stop_hit	True	0	gap_floor_7_8	10.64	67616.0	False	8.834586466165419	False
MIN_PREV_CLOSE	TMCI	2026-08-07	17.12	17.12	17.12	False		267	4.38	667087.0	no_trade	setup:stop_too_wide: 0.58 > 1.5x ATR 0.29	False							False	0	no_trade	setup:stop_too_wide: 0.58 > 1.5x ATR 0.29	False							False	0	MIN_PREV_CLOSE	4.38	667122.0	False	18.675799086758005	True
gap_floor_7_8	UAMY	2026-08-07	7.41	7.41	7.41	False		390	6.21	4116032.0	settled		True	6.74	6.425	7.0600000000000005	-4.126984126984121		stop_hit	False	0	settled		True	6.74	6.425	7.0600000000000005	-4.126984126984121		stop_hit	False	0	gap_floor_7_8	6.21	4148903.0	False	9.178743961352652	False
MIN_PREV_CLOSE	UAVS	2026-08-07	18.32	18.32	18.32	False		380	0.7184	364001.0	settled		True	0.86	0.82	0.9	0.33333333333333337		stop_hit	True	0	settled		True	0.8699	0.82	0.9297000000000001	0.39946559786239155		stop_hit	True	0	MIN_PREV_CLOSE	0.7184	372916.0	True	29.454342984409806	True
MIN_PREV_CLOSE	UEIC	2026-08-07	15.63	15.62	15.62	False		100	4.8	31414.0	settled		True	5.55	5.47	5.63	0.33333333333333337		stop_hit	True	0	settled		True	5.55	5.47	5.63	0.33333333333333337		stop_hit	True	0	MIN_PREV_CLOSE	4.8	35509.0	False	23.958333333333343	True
gap_floor_5_6	USAR	2026-08-07	5.46	5.46	5.46	False		390	17.41	10351608.0	settled		True	18.54	17.96	19.119999999999997	0.3333333333333333		stop_hit	True	0	settled		True	18.54	17.96	19.119999999999997	0.3333333333333333		stop_hit	True	0	gap_floor_5_6	17.41	10441146.0	False	8.271108558299844	False
silent_no_row	VSTM	2026-08-07	12.52	12.52	12.52	False		388	5.91	2053930.0	no_entry	never_crossed_orb_high	False		6.200000000000001					False	0	no_entry	never_crossed_orb_high	False		6.200000000000001					False	0	silent_no_row	5.91	2189472.0	False	20.13536379018612	True
gap_floor_6_7	WPM	2026-08-07	6.35	6.35	6.35	False		389	125.3	2397089.0	settled		True	134.87	131.29000000000002	138.45	-1.0		stop_hit	False	0	settled		True	134.87	131.29000000000002	138.45	-1.0		stop_hit	False	0	gap_floor_6_7	125.3	2542045.0	False	8.459696727853157	False
gap_floor_5_6	WULF	2026-08-07	5.14	5.14	5.14	False		390	17.615	23205775.0	settled		True	18.69	18.109999999999996	19.270000000000007	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		18.109999999999996					False	0	gap_floor_5_6	17.615	24528500.0	False	6.329832529094531	False
gap_floor_5_6	XZO	2026-08-07	5.03	5.03	5.03	False		150	16.29	112807.0	abstain	entry_window_gaps:23_of_29	False		15.404999999999998					False	0	abstain	entry_window_gaps:18_of_24	False		15.404999999999998					False	0	gap_floor_5_6	16.29	112875.0	False	6.292203806015976	False
MIN_PREV_CLOSE	YJ	2026-08-07	12.2	12.2	12.2	False		274	1.23	2865.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_CLOSE	1.23	3318.0	False	24.390243902439025	True
silent_no_row	ZD	2026-08-07	11.76	11.76	11.76	False		381	50.95	726422.0	settled		True	56.94	53.61	60.269999999999996	-1.0		stop_hit	False	0	settled		True	56.94	53.61	60.269999999999996	-1.0		stop_hit	False	0	silent_no_row	50.95	728591.0	False	11.874386653581936	True
MIN_PREV_CLOSE	ZENA	2026-08-07	15.22	15.22	15.22	False		389	1.38	1184189.0	settled		True	1.615	1.485	1.7449999999999999	0.3333333333333333		stop_hit	True	0	settled		True	1.64	1.485	1.8199999999999996	1.5397849462365605		stop_hit	True	0	MIN_PREV_CLOSE	1.38	1192208.0	False	26.81159420289856	True
gap_floor_5_6	ZLAB	2026-08-07	5.17	5.17	5.17	False		366	20.88	1322004.0	settled		True	21.988	21.762	22.214	-1.0		stop_hit	False	0	settled		True	21.988	21.762	22.214	10.486725663716856		stop_hit	True	0	gap_floor_5_6	20.88	1388488.0	False	7.279693486590034	False
gap_floor_8_9	ZTG	2026-08-07	8.46	8.46	8.46	False		304	10.05	2304562.0	abstain	entry_window_gaps:1_of_29	False		9.48					False	0	abstain	entry_window_gaps:1_of_24	False		9.48					False	0	gap_floor_8_9	10.05	2320668.0	False	14.62686567164178	False
MIN_PREV_CLOSE	ZYBT	2026-08-07	13.88	13.88	13.88	False		383	2.09	3324476.0	settled		True	2.385	2.295	2.4749999999999996	-1.0		stop_hit	False	0	settled		True	2.385	2.295	2.4749999999999996	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	2.09	3428458.0	False	20.095693779904295	True
gap_floor_5_6	ADTN	2026-08-10	5.29	5.29	5.29	False		362	7.56	1561371.0	settled		True	8.14	7.66	8.620000000000001	-1.0		stop_hit	False	0	settled		True	8.14	7.66	8.620000000000001	-1.0		stop_hit	False	0	gap_floor_5_6	7.56	1564124.0	False	7.671957671957671	False
MIN_PREV_CLOSE	AIFA	2026-08-10	20.9	20.9	20.9	False		266	2.01	197953.0	abstain	entry_window_gaps:3_of_29	False		2.2501999999999995					False	0	abstain	entry_window_gaps:3_of_24	False		2.2501999999999995					False	0	MIN_PREV_CLOSE	2.01	244109.0	False	21.890547263681597	True
gap_floor_5_6	AIRJ	2026-08-10	5.61	5.61	5.61	False		369	5.92	2539457.0	settled		True	6.33	6.000000000000001	6.6899999999999995	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		6.000000000000001					False	0	gap_floor_5_6	5.92	2561315.0	False	9.008445945945937	False
gap_floor_5_6	AMPG	2026-08-10	5.17	5.17	5.17	False		368	5.8	1732709.0	settled		True	6.16	5.9399999999999995	6.380000000000001	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		5.9399999999999995					False	0	gap_floor_5_6	5.8	1789432.0	False	6.89655172413795	False
MIN_PREV_CLOSE	AQST	2026-08-10	10.41	10.41	10.41	False		375	3.94	1854456.0	settled		True	4.42	4.199999999999999	4.640000000000001	-0.0303030303030295		stop_hit	True	0	settled		True	4.42	4.199999999999999	4.640000000000001	-0.0303030303030295		stop_hit	True	0	MIN_PREV_CLOSE	3.94	1859616.0	False	14.213197969543145	True
gap_floor_5_6	ATGL	2026-08-10	5.39	5.39	5.39	False		103	8.35	679305.0	abstain	entry_window_gaps:21_of_29	False		7.574000000000002					False	0	abstain	entry_window_gaps:17_of_24	False		7.574000000000002					False	0	gap_floor_5_6	8.35	692292.0	False	7.1856287425149645	False
MIN_PREV_CLOSE	AUUD	2026-08-10	73.92	73.92	73.92	False		390	0.8222	354274.0	settled		True	1.43	1.2900000000000003	1.5699999999999996	-1.0		stop_hit	False	0	settled		True	1.45	1.2900000000000003	1.6299999999999997	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	0.8222	388012.0	False	80.00486499635124	True
MIN_PREV_CLOSE	AWX	2026-08-10	9.23	9.23	9.23	False		185	2.6	12296.0	abstain	entry_window_gaps:5_of_29	False		2.7800000000000002					False	0	abstain	entry_window_gaps:5_of_24	False		2.7800000000000002					False	0	MIN_PREV_CLOSE	2.6	1528784.0	False	9.230769230769226	False
gap_floor_9to10_admitted_now	CAMT	2026-08-10	9.39	9.39	9.39	False		341	155.35	441402.0	no_entry	never_crossed_orb_high	False		163.04500000000002					False	0	no_entry	never_crossed_orb_high	False		163.04500000000002					False	0	gap_floor_9to10_admitted_now	155.35	442042.0	False	9.542967492758294	False
MIN_PREV_CLOSE	CHMI	2026-08-10	15.35	15.35	15.35	False		359	2.41	202873.0	no_trade	setup:stop_too_wide: 0.28 > 1.5x ATR 0.06	False							False	0	no_trade	setup:stop_too_wide: 0.28 > 1.5x ATR 0.06	False							False	0	MIN_PREV_CLOSE	2.41	205933.0	False	15.76763485477177	True
MIN_PREV_CLOSE	COPR	2026-08-10	11.15	11.15	11.15	False		31	2.6	57390.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_CLOSE	2.6	57431.0	False	11.534615384615378	True
gap_floor_9to10_admitted_now	CXAI	2026-08-10	9.38	9.38	9.37	False		365	8.0	170488.0	settled		True	0.175	0.16500000000000004	0.18499999999999994	-1.0		stop_hit	False	0	abstain	entry_window_gaps:1_of_24	False		0.16500000000000004					False	0	MIN_PREV_CLOSE	0.16	8524445.0	True	9.375	False
gap_floor_5_6	CXW	2026-08-10	5.27	5.27	5.27	False		363	32.27	1203645.0	settled		True	33.97	33.290000000000006	34.64999999999999	0.33333333333333337		stop_hit	True	0	settled		True	34.14	33.290000000000006	35.16	-1.0		stop_hit	False	0	gap_floor_5_6	32.27	1203691.0	False	6.343043074062564	False
MIN_PREV_CLOSE	DKI	2026-08-10	41.41	41.41	41.41	False		338	3.6701	14150.0	settled		True	5.19	4.6872	5.692800000000001	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		4.6872					False	0	MIN_PREV_CLOSE	3.6701	14301.0	False	44.95517833301545	True
